bom_style,mapped_to,match_type
CT2732/1,CT2732,base_code
SF00950/6621U,,unmapped
CF5475/0,CF5475,base_code
CK3813K-14/0,,unmapped
BK 8457/0,,unmapped
12636/01V,,unmapped
C1B4011/1,C1B4011,base_code
CEE3502/1,CEE3502,base_code
CF5347/0,CF5347,base_code
DC3983/F,,unmapped
BK 8278/0,,unmapped
CEE3635/1,CEE3635,base_code
71400/582LP,71400,base_code
CT2887/3,CT2887,base_code
CT4648/0,CT4648,base_code
CMR3373/1,CMR3373,base_code
C1B3912-42/1L,C1B3912-42,base_code
CEE3511/1,CEE3511,base_code
AMER220003/1K,,unmapped
CT2913/2D,CT2913,base_code
16376/01A,,unmapped
C5T4320A/1,C5T4320A,base_code
C1B3583/1,C1B3583,base_code
C0384F/0,,unmapped
FF78/014A,,unmapped
CT2273/TT1L,CT2273,base_code
C0332F/P1,,unmapped
C1B4125A/3E,C1B4125A,base_code
C1B3283/1,C1B3283,base_code
CEE3990/1,CEE3990,base_code
CF1048/0,,unmapped
CEE3065/2O,CEE3065,base_code
CF5207/0,,unmapped
C1B4014/1PP,C1B4014,base_code
15548/01A,,unmapped
CEE4671A/1,CEE4671A,base_code
FF 25000/0008,FF25000,base_code
SK4020T/VB,,unmapped
C1B3637/1,C1B3637,base_code
FF 10008/0003B,FF10008,base_code
CT2457/1,,unmapped
GG6019-BK/0,GG6019-BK,base_code
BK 6366-BL/0,,unmapped
CEE3610/1,CEE3610,base_code
CF5147/0,CF5147,base_code
C2B3244/1,C2B3244,base_code
CT2598/1,CT2598,base_code
CMR3835/2,CMR3835,base_code
FF25002/0008A,FF25002,base_code
C1B4632A/1,C1B4632A,base_code
CEE4422A/3,CEE4422A,base_code
MK1002/01,,unmapped
C1B3368/2,C1B3368,base_code
CT2514/3,,unmapped
CF5298/0,CF5298,base_code
CEE3837/1,CEE3837,base_code
71400/582LB,71400,base_code
C1B4033/1DM,C1B4033,base_code
BK 8332/1,,unmapped
CMJ3161/4,CMJ3161,base_code
CMR4344/3A,CMR4344,base_code
DC4047/0,,unmapped
C1B4122A/2,C1B4122A,base_code
CK309T-16/0,,unmapped
BK 8147/1,,unmapped
CT2556/1L,CT2556,base_code
CF5513/0,CF5513,base_code
CT2596/1,,unmapped
RIOSTR-230/1,,unmapped
CT2520/TT1,CT2520,base_code
BK 8381/0,,unmapped
CT2444/1,,unmapped
C1B4400A/1REP,C1B4400A,base_code
DC4031/F,,unmapped
C1B3622/3,C1B3622,base_code
BK 8495T/0,,unmapped
BK 5557/1L,,unmapped
CEE3828/1,CEE3828,base_code
C1B3614/1,C1B3614,base_code
3000070244/1,,unmapped
CT2843/2,CT2843,base_code
CF1084/0,CF1084,base_code
3000070287/1,,unmapped
16378/01A,,unmapped
CT2970/3,CT2970,base_code
CF5496/0,CF5496,base_code
FAB320-40/1,FAB320-40,base_code
CEE4144A/1,CEE4144A,base_code
BK 8258/0,,unmapped
TN-394/01,,unmapped
C1B4027/1,C1B4027,base_code
CT1950/1A,CT1950,base_code
CT2811/1,CT2811,base_code
C1B4038/1D,C1B4038,base_code
3000070274/1,,unmapped
6191/3630,6191,base_code
CT2713/1,CT2713,base_code
BK 7385/67122,,unmapped
CT4788A/1,,unmapped
1028/C,,unmapped
BK 8273/U,,unmapped
CT2420/2,,unmapped
12636/01AA,,unmapped
GR9069RC/1,,unmapped
C1B3409/1,C1B3409,base_code
CF5206/0,CF5206,base_code
C0336F/0,,unmapped
BK 7257/1315,,unmapped
16770/01A,,unmapped
CF5330/0,,unmapped
BK 4938/DLRA,,unmapped
BK 7507/0,,unmapped
BK 8447/0,BK8447,base_code
CT22112/1C,CT22112,base_code
C0076F/36,,unmapped
CF5427/1,CF5427,base_code
C1B3553/2,C1B3553,base_code
C2B3491/1,C2B3491,base_code
CT2490/2C,CT2490,base_code
BK 8120/07780,BK8120,base_code
CT22102/1L,CT22102,base_code
BK 8557/0,,unmapped
DC3983/FBKM,,unmapped
CT2686/TT2BL,CT2686,base_code
SF00984/7958,,unmapped
BK 8201/72900,,unmapped
BK 8552/T,BK8552,base_code
CF5485/0,,unmapped
RC30/1,RC30,base_code
C0396F-24/0,,unmapped
C1B3418/1,C1B3418,base_code
ATG-65C/NCCL,,unmapped
CT2445/1,,unmapped
CEE3037/1,,unmapped
CT2540/3,CT2540,base_code
BK 8226/0,,unmapped
C7T3446/TT1,C7T3446,base_code
C2B3463/1,C2B3463,base_code
CT22155/1,CT22155,base_code
AM0037/T1,,unmapped
C1B4001/1,C1B4001,base_code
CT2884/1A,CT2884,base_code
CT2505/TT2S,CT2505,base_code
CMR4067/1U,CMR4067,base_code
CF5200/0,CF5200,base_code
FF 10009/0003,FF10009,base_code
16785/01A,,unmapped
BK 8239/0,,unmapped
C1B3230/6,C1B3230,base_code
CT1577/GS1P,CT1577,base_code
CT22157/1,CT22157,base_code
CT3111/6,CT3111,base_code
C897/14,,unmapped
CT3021/TT1,CT3021,base_code
CF5187/0,CF5187,base_code
C1B3983/1,,unmapped
CF5181/0,CF5181,base_code
CT2358/1,,unmapped
CT2547/1,,unmapped
CK309T-14/0,,unmapped
BK 8204/1,,unmapped
CF5120/0,CF5120,base_code
C1B3524/2,,unmapped
CF5081/0,CF5081,base_code
C1B4774A/1,C1B4774A,base_code
CT1519/1C,,unmapped
BK 4988/3315B,,unmapped
DC4006/0,,unmapped
BK 8512/0,,unmapped
CT22104/1C,CT22104,base_code
CF6018/1,CF6018,base_code
C1B3313/1,C1B3313,base_code
C1B4657A/2,C1B4657A,base_code
BK 8559/0,,unmapped
C1B3957/1,C1B3957,base_code
3000070264/0,,unmapped
BK 8411/MVSV,,unmapped
C1B3680/1A,C1B3680,base_code
BK 6159/A,,unmapped
C1B3306/9,C1B3306,base_code
C1B3614/1U,C1B3614,base_code
CEE4274A/1,CEE4274A,base_code
C1B3330/1,C1B3330,base_code
BK 8168/0,,unmapped
BK 4148E/0,,unmapped
FF 10008/0006,FF10008,base_code
CT3024/2,CT3024,base_code
C1B3225/1D,C1B3225,base_code
K1120-54/OG,,unmapped
CF1082/0,CF1082,base_code
CT2890-42/2,CT2890-42,base_code
C1B4312A/1RECL,C1B4312A,base_code
AM0028/3L,,unmapped
C0319F/1,,unmapped
CF5508/0,CF5508,base_code
CT2548/3,CT2548,base_code
CT2319/01,,unmapped
CF5480/2END,CF5480,base_code
CT2709/1,,unmapped
CEE4470A/1,CEE4470A,base_code
C1B3970/1,C1B3970,base_code
CT2556/1P,CT2556,base_code
ATG-66/B,,unmapped
C1B3226/2T,C1B3226,base_code
CT2373/1,,unmapped
CT1412/01,,unmapped
CF5173/0,CF5173,base_code
BK 8412/0,,unmapped
CEE2841/1T,CEE2841,base_code
CT2962/1,CT2962,base_code
BK 8548-KD/1,,unmapped
CEE2745/18S,CEE2745,base_code
3000137162/0,,unmapped
CT2530/1A,CT2530,base_code
CEE4759A/1,CEE4759A,base_code
CT22005/1K,,unmapped
19000/01A,,unmapped
CT2618/TT1,,unmapped
CEE3437/1,CEE3437,base_code
C0382F/B,,unmapped
12635/01AI,,unmapped
INCORRECT SPEC - SEE CMR3,,unmapped
BK 7180/PA,,unmapped
DC4020/0,,unmapped
2140396/BXL,2140396,base_code
CMJ3177/2,CMJ3177,base_code
CT2266/TT1D,CT2266,base_code
AM0023/0,,unmapped
CT1309/2PD,CT1309,base_code
BK 7454OW/0,,unmapped
C5T4522A/1FP,C5T4522A,base_code
CT2546/2,,unmapped
BK 8187/B2,BK8187,base_code
2140391/I,2140391,base_code
CF5426/0,CF5426,base_code
C1B3212/3,C1B3212,base_code
DC3980/2,,unmapped
FF 25002/0009A,FF25002,base_code
FF78/014,,unmapped
CMR4344/1L,CMR4344,base_code
C4T4086/XFP2,C4T4086,base_code
BK 8205/0,BK8205,base_code
SF00986/7959,,unmapped
C1B4312A/1RECV,C1B4312A,base_code
BK 8498/0,,unmapped
C1B4162A/1,C1B4162A,base_code
1945/0,1945,base_code
DC4043/0,,unmapped
3000137210/0,,unmapped
CT1511/8D,CT1511,base_code
CEE4394A/1,,unmapped
1SM0470/30G,1SM0470,base_code
CT2604/1L,CT2604,base_code
CT2887/1,CT2887,base_code
BK 8460/B,,unmapped
RIO-260/1,,unmapped
3000137253/0,,unmapped
CF5172/0,,unmapped
C1B4571A/1B,C1B4571A,base_code
C1B3547/1,C1B3547,base_code
CT2858/1,CT2858,base_code
CF5072/CI,CF5072,base_code
P-J-794/1,P-J-794,base_code
CF5512/0,CF5512,base_code
CF1073/0,,unmapped
CF1062/0,CF1062,base_code
SF01029/8292,,unmapped
AM0006/1,,unmapped
CT1991/14,CT1991,base_code
CMR3158/3,,unmapped
C03102F/U72,,unmapped
CT2397/1,,unmapped
BK 6721/F,,unmapped
C1B3704/1,C1B3704,base_code
C1B3912/1P,C1B3912,base_code
FF78/007,,unmapped
CF5143/1,CF5143,base_code
AM0037/T2,,unmapped
C1B3178/3,C1B3178,base_code
C1B3894/1,C1B3894,base_code
CEE4550A/1,CEE4550A,base_code
FF 25000/0001,FF25000,base_code
C1B4239A/1,C1B4239A,base_code
DC3982/0,,unmapped
CF5191/0,,unmapped
M32 GOWN TRIAL/KFTF,,unmapped
CEE3050/1UT,CEE3050,base_code
CT3012/4,CT3012,base_code
CT2302/1,,unmapped
C1B4310A/1T,C1B4310A,base_code
CT2708/1,CT2708,base_code
CF5071/0,CF5071,base_code
6358/0,,unmapped
CT2576/1C,CT2576,base_code
C1B4655A/3,C1B4655A,base_code
CSP3427/1,CSP3427,base_code
CT3086/1,CT3086,base_code
CT3019/TT1,CT3019,base_code
FF25000/0003,FF25000,base_code
BK 8452/0,,unmapped
CF5332/0,CF5332,base_code
CF5099/1,,unmapped
CT2436/3L,CT2436,base_code
CT2623/1,,unmapped
CT2819/1,CT2819,base_code
C1B3627/1,C1B3627,base_code
CF5261/STR,CF5261,base_code
CEE3904/1,CEE3904,base_code
CT1320/2KNB,CT1320,base_code
BK 4822/F28B,,unmapped
AM0035/L,,unmapped
CEE4444/3,CEE4444,base_code
CT22116/1S,CT22116,base_code
3000070205/1,,unmapped
GG6024/NA,GG6024,base_code
CF5406/0,CF5406,base_code
CEE4436A/1,CEE4436A,base_code
CT2083/1B,,unmapped
CT2310/1,,unmapped
CT2987/4,,unmapped
BK 8561/0,,unmapped
C1B4509A/1,C1B4509A,base_code
3000070237/0,,unmapped
C2B3221/2,C2B3221,base_code
S146203/0,,unmapped
CEE4317A/1B,CEE4317A,base_code
BK 8473/0,,unmapped
C1B3242/3,C1B3242,base_code
CT2474/0,,unmapped
BK 8348/1,,unmapped
C1B3512/1U,C1B3512,base_code
C1B4306A/1,C1B4306A,base_code
BK 8186/0,,unmapped
FF25002/0009,FF25002,base_code
CT22111/1CL,CT22111,base_code
C1B3767/1,C1B3767,base_code
C1B3306/7,C1B3306,base_code
BK 5425/1,BK5425,base_code
CT22121/1AM,CT22121,base_code
BK 3785/AT,,unmapped
C1B4429-42/1,C1B4429-42,base_code
CEE3153/1,CEE3153,base_code
CF5098/1,,unmapped
CT2957/1,,unmapped
C0332F/1UP,,unmapped
15583/01A,,unmapped
CT2556/1T,CT2556,base_code
FF 10008/0012,FF10008,base_code
CT2400/2L,,unmapped
C1B3834/1,C1B3834,base_code
AM0014/LD,,unmapped
CT2655/1A,CT2655,base_code
C1B4033/1M,C1B4033,base_code
BK 8064/1,,unmapped
C1B4050/1,C1B4050,base_code
CT2604/4,CT2604,base_code
DC4043/1,,unmapped
CT2807/1,CT2807,base_code
CEE4670A/1,CEE4670A,base_code
CT2436/3,CT2436,base_code
C1B4440A/1,C1B4440A,base_code
CT2526/1,,unmapped
C1B4056/1,C1B4056,base_code
CT2971/1,CT2971,base_code
C1B3999/1,C1B3999,base_code
CEE3716/1,CEE3716,base_code
CT2605/1,,unmapped
CF5225/0,CF5225,base_code
C1B4219A/1,C1B4219A,base_code
CMJ3164/4,CMJ3164,base_code
AM0040/U,,unmapped
IPP525/3,IPP525,base_code
CF5295/0,CF5295,base_code
C1B3629/1,C1B3629,base_code
C897/15,,unmapped
CT1433/1P,CT1433,base_code
C1B3651/1,,unmapped
C1B4176A/1,C1B4176A,base_code
14259/01A,,unmapped
2027-2.9/MVS,2027-2.9,base_code
BK 8395/0,,unmapped
H39397/0,H39397,base_code
13142/01A,,unmapped
C1B3308/1,C1B3308,base_code
CT2883/1A,CT2883,base_code
CMJ3163/8,CMJ3163,base_code
CT1397/6MMPU,,unmapped
AM0044/0,,unmapped
CT2653/1,CT2653,base_code
CT2222/1C,CT2222,base_code
CT22116/1N,CT22116,base_code
C1B3269/1,C1B3269,base_code
CF5462/0,CF5462,base_code
FF78/003,,unmapped
C0033F/36,,unmapped
3000123231/0,,unmapped
CF5392/0,CF5392,base_code
17413/01A,,unmapped
CEE4078/1V,CEE4078,base_code
CT2350/2,,unmapped
CEE3889/1,CEE3889,base_code
BK 8351/0,,unmapped
BK 8475/MVSV,,unmapped
CF5310/0,CF5310,base_code
C8B3734/1,C8B3734,base_code
C0377F/U,,unmapped
3000113081 R/01,,unmapped
ATG-66BLK/CA,,unmapped
3000070143/0,,unmapped
BK 8532/0,,unmapped
BK 8205/90622,BK8205,base_code
CF5035/LN15,CF5035,base_code
FF 10006/0002,FF10006,base_code
AMER220001/2S,AMER220001,base_code
C1B3227/2,C1B3227,base_code
GG6023-HV/0,GG6023-HV,base_code
CF5364/0,CF5364,base_code
CF5061/0,CF5061,base_code
CF5240/0,CF5240,base_code
CEE4267A/1,CEE4267A,base_code
C1B3371/1,,unmapped
C4T3577-42/EFP1R,C4T3577-42,base_code
C1B3929/1,C1B3929,base_code
BK 8346/0,,unmapped
8 PATTERN KNIT DOWN/BLANK,,unmapped
C1B3987C/1D,C1B3987C,base_code
C1B4332A/1K,C1B4332A,base_code
SK-2117-5/0,,unmapped
C1B3225/1U,C1B3225,base_code
CF5322/0,CF5322,base_code
C1B4707A/1,C1B4707A,base_code
FLF110/M,,unmapped
2216RSNH/0,,unmapped
19001/01D,,unmapped
C1B3985/1,C1B3985,base_code
CEE3498A/1D,CEE3498A,base_code
AM0041/0,,unmapped
CT2686/TT2B,CT2686,base_code
CT2738/TT1,CT2738,base_code
CEE3893/1,CEE3893,base_code
16998/01A,16998,base_code
CF1003/0,,unmapped
TN-647-01/P,,unmapped
CF5166/0,CF5166,base_code
3000070235/1,,unmapped
C718/0,,unmapped
PP 8-21-19/1,,unmapped
C2B3173/1,C2B3173,base_code
CEE4371A/1,,unmapped
C1B3880/1,C1B3880,base_code
CT2366/1,,unmapped
CT2355/1P,,unmapped
CEE3457/1,CEE3457,base_code
2140373/BC2,2140373,base_code
CT1243/TT3A,CT1243,base_code
CT3048/1,CT3048,base_code
16437/01A,,unmapped
C2B4199A/1BKT,,unmapped
C1B3731/1,C1B3731,base_code
CT1587/1SV,,unmapped
C5T4481A/1L,C5T4481A,base_code
C1B4173A/1,C1B4173A,base_code
CF5168/0,CF5168,base_code
CT4415/1,CT4415,base_code
CEE4590A/1,CEE4590A,base_code
C1B3402/1A,C1B3402,base_code
3000070238/0,,unmapped
J-1042/0,,unmapped
CMR 3748/1,,unmapped
FLF401/8PDC,,unmapped
CK309T-18/0,,unmapped
C1B3199/1P,C1B3199,base_code
CT1531/6,CT1531,base_code
CT2985/TT2,CT2985,base_code
CT1037/3U,CT1037,base_code
AM0039/0,,unmapped
CF5159/0,CF5159,base_code
O-J-122/036,,unmapped
BK 8169/11722,BK8169,base_code
C1B3524/1,,unmapped
BK 6430/COYC,,unmapped
C1B4148A/1,C1B4148A,base_code
BK 8148/1,,unmapped
CF5284/0,CF5284,base_code
BK 4867/A,,unmapped
RIO-180/1,,unmapped
17404/01A,,unmapped
18721/01A,18721,base_code
CT3111/7,CT3111,base_code
F42467/0,F42467,base_code
C1B4440-42/1,C1B4440-42,base_code
C0332F/1UN,,unmapped
BK 8301/0,,unmapped
13294/01A,,unmapped
CMR3639/2,CMR3639,base_code
PD0001/0,,unmapped
CF5174/0,CF5174,base_code
2140373/BX,2140373,base_code
CEE2841/1TK,CEE2841,base_code
AM0049/0,,unmapped
2140391/BXL,2140391,base_code
CT22112/2,CT22112,base_code
CT2534/2,,unmapped
CT2321/1N,,unmapped
CT2345/2,,unmapped
C1B3279/1,C1B3279,base_code
C1B3379/1,C1B3379,base_code
C1B3536/2,,unmapped
12636/01AC,,unmapped
C4T4131/TT1,,unmapped
12042EE/02,,unmapped
TN-1577-01/F,,unmapped
3922/0,3922,base_code
CT22107/1P,CT22107,base_code
CEE4046/1T,CEE4046,base_code
3177FLAMEFENCE/0,,unmapped
CT2387/0,,unmapped
16767/01A,,unmapped
C2B4163A/1,C2B4163A,base_code
FF25000/0008,FF25000,base_code
CEE2748/1U,CEE2748,base_code
CF5198/0,CF5198,base_code
CT2827/1,CT2827,base_code
BK 8434/JB,,unmapped
C1B3876/1,C1B3876,base_code
CT2956/3,CT2956,base_code
BK 6340/F2A,,unmapped
CT22104/1B,CT22104,base_code
CEE3610/1U,CEE3610,base_code
BK 7385/72900,,unmapped
CEE4538A/1,CEE4538A,base_code
BK 8103/0,,unmapped
CF1078/1,CF1078,base_code
CF5217/0,CF5217,base_code
BK 8287/2,,unmapped
CT22150/1S,CT22150,base_code
CT2552/1L,CT2552,base_code
C1B3356/1,C1B3356,base_code
BK 8433/MVSV,,unmapped
CF5092/1U,CF5092,base_code
CEE4226A/1U,CEE4226A,base_code
1922/LC,1922,base_code
CEE3202/1A,CEE3202,base_code
TN-647-01/0,,unmapped
C03102F/BEB36,,unmapped
SK5620K/MVSV,,unmapped
C756-00/U,,unmapped
C1B4372A/1,C1B4372A,base_code
3000070157/0,,unmapped
BK 5322/3813B,,unmapped
3000070147/1,,unmapped
BK 8506/0,,unmapped
CT2494/3,CT2494,base_code
CT1483/2C,CT1483,base_code
CT2155/1AT,CT2155,base_code
CMR4463/1,,unmapped
CT3085/1,CT3085,base_code
BK 8220/70830,,unmapped
CT2514/2,,unmapped
CT22104/2M,CT22104,base_code
CT2831/0A,CT2831,base_code
SK5620K/V,,unmapped
CT2066/1,,unmapped
BK 7385/73011,,unmapped
C1B3865/2,C1B3865,base_code
CEE3610/1A,CEE3610,base_code
CT22107/1,CT22107,base_code
CT22112/1D,CT22112,base_code
BK 8155/1,,unmapped
BK 8527/0,,unmapped
BK 8293/0,,unmapped
CT2574/1,CT2574,base_code
CF1059/1,,unmapped
CT2380/0,,unmapped
C1B3195/1,C1B3195,base_code
CT2535/1T,CT2535,base_code
JL5074/U,,unmapped
C1B4033/1N,C1B4033,base_code
CF5296/0,CF5296,base_code
SK5620K/VB,,unmapped
CEE3610/1M,CEE3610,base_code
CT2776/TT1,CT2776,base_code
CT2527/2,,unmapped
CT2835/1,CT2835,base_code
C1B3792/1,C1B3792,base_code
CSP3265/2,CSP3265,base_code
3000070230/1,,unmapped
72762/PHL,72762,base_code
CT2684/1,,unmapped
CF5491/0,,unmapped
BARCELONA-490/1,,unmapped
C1B4270A/1,C1B4270A,base_code
C4T3571/FEC1,C4T3571,base_code
CEE3502X/1,CEE3502X,base_code
C1B3907/1,C1B3907,base_code
CEE3495/1,CEE3495,base_code
BK 8534/0,,unmapped
BK 8391/0,,unmapped
BK 8332/0,,unmapped
CF5410/0,CF5410,base_code
C878-22/0,,unmapped
16847/01A,,unmapped
CT22106/1NN,CT22106,base_code
CF5105/OE,CF5105,base_code
CF5361/0,CF5361,base_code
BK 8272A/1,,unmapped
C8B4112A/1,C8B4112A,base_code
CF5392/A,CF5392,base_code
CT2727/2,CT2727,base_code
CF5338/0,CF5338,base_code
CF5450/0,CF5450,base_code
CT2889/3,CT2889,base_code
CMJ3159/2,CMJ3159,base_code
C1B3402/1D,C1B3402,base_code
CF2011/0,CF2011,base_code
FF78/001,,unmapped
CT2515/3,,unmapped
CF5210/0,CF5210,base_code
CF1054/0,,unmapped
AM0003/8,,unmapped
CEE4677A/1,CEE4677A,base_code
CEE4511A/1,CEE4511A,base_code
CEE4797A/1,CEE4797A,base_code
C1B4409A/1,C1B4409A,base_code
H39044/R,H39044,base_code
CEE4186A/1,CEE4186A,base_code
911601/TC,911601,base_code
CF5493/NAT48,,unmapped
BK 8427/0,,unmapped
CT2672/1,,unmapped
BK 8483/0,,unmapped
CT2858/TEST,CT2858,base_code
FD0102/A,FD0102,base_code
BK 5188/1315,,unmapped
BK 8530/0,,unmapped
C1B3628/1,C1B3628,base_code
CEE3192/1,CEE3192,base_code
CF5144/0,,unmapped
CT3037/2,,unmapped
C1B3281/1,C1B3281,base_code
C1B3868/1,C1B3868,base_code
CMR3898/1,CMR3898,base_code
CEE3303/1,CEE3303,base_code
CF5027/0,CF5027,base_code
BK 8269/C00,BK8269,base_code
2140396/BC,2140396,base_code
12951/01,,unmapped
C1B3611/1,,unmapped
CMR3513/2,CMR3513,base_code
CEE4524A/1,CEE4524A,base_code
C0400F/0,,unmapped
MK3018PCTD/30U,,unmapped
CF5175/0,CF5175,base_code
CT1397/6D,,unmapped
CT2577/1A,CT2577,base_code
16846/01A,,unmapped
FF 20001/0007,FF20001,base_code
CF5460/0,,unmapped
CT22005/1D,,unmapped
BK 6366-12/0,,unmapped
C1B4030/1,C1B4030,base_code
C1B4174A/1,C1B4174A,base_code
DC3714/1CS,,unmapped
RIO-200/1,,unmapped
C1B3961/1,C1B3961,base_code
DC1267BV/0,,unmapped
C1B3803/1T,C1B3803,base_code
CF1041/0,,unmapped
FF 10009/0004A,FF10009,base_code
FLF633/MI582,,unmapped
BK 8110/73000,,unmapped
C1B4375A/1,C1B4375A,base_code
CT1519/1CP,,unmapped
C1B4543A/1,C1B4543A,base_code
540000/T,,unmapped
AM0042/L,,unmapped
GM9900-000S/1,,unmapped
CT4419/1,CT4419,base_code
CEE3613/1,CEE3613,base_code
CF6019/2,CF6019,base_code
860000/3/CS,,unmapped
C4T3577-42/EFP1D,C4T3577-42,base_code
CF5260/L,CF5260,base_code
RIOSTR-450/1,,unmapped
C1B3949/1,C1B3949,base_code
CMR4344/3D,CMR4344,base_code
CT2654/3,,unmapped
C2T3196/TT1,C2T3196,base_code
C1B3935/1,C1B3935,base_code
CT2627/1,,unmapped
DC3949/0,,unmapped
CF5127/0,CF5127,base_code
CT2333/1P,,unmapped
CT3059/2,CT3059,base_code
CEE2745/1TK,CEE2745,base_code
CT22120/1,CT22120,base_code
CT2222/1TC,CT2222,base_code
CT22120/4,CT22120,base_code
C1B3824-OLD CREEL/2,,unmapped
CEE4560A/1,CEE4560A,base_code
C1B4149A/2,C1B4149A,base_code
CT3003/3,CT3003,base_code
BK 4148B/0,,unmapped
707999/0,707999,base_code
CT2528/TT1L,,unmapped
C1B4358A/1,C1B4358A,base_code
C1B4605A/1R,C1B4605A,base_code
CMR3639/1,CMR3639,base_code
DFF200J/20,,unmapped
3000131194/0,,unmapped
AM0035/0,,unmapped
CT2933/1A,CT2933,base_code
C4T3790/TT2,C4T3790,base_code
C1B3678/1A,C1B3678,base_code
CF5374/0,CF5374,base_code
FLF465/1L,,unmapped
CT2920/2,CT2920,base_code
CT22104/1AK,CT22104,base_code
CT3146/1H,CT3146,base_code
CF5133/1,CF5133,base_code
C1B3423/1,C1B3423,base_code
CT2962/2,CT2962,base_code
SF01020/8172I,,unmapped
CF5345/0,,unmapped
C1B4544A/1,C1B4544A,base_code
FF 25002/0008A,FF25002,base_code
71246D/0,71246D,base_code
CF5368/0,CF5368,base_code
BK 8248/0,,unmapped
CT22121/1AK,CT22121,base_code
CT3101/1,CT3101,base_code
CF5057/0,CF5057,base_code
FF 25002/0006,FF25002,base_code
BK 8463/BMV,,unmapped
C8B4087A/1FS,C8B4087A,base_code
CT2253/0,,unmapped
CT2681/1,CT2681,base_code
MK1005/0,,unmapped
XLANCE/KNIT DOWNS,,unmapped
BK 8373/0,,unmapped
C1B3972/1,C1B3972,base_code
C1B2953/1,C1B2953,base_code
CEE4318A/1D,CEE4318A,base_code
C1B4062/1,C1B4062,base_code
CF5380/SF1B,CF5380,base_code
FF 10008/0011,FF10008,base_code
C1B3199/1,C1B3199,base_code
5050/14547,,unmapped
C1B3849/1,C1B3849,base_code
CT1579/1,,unmapped
C1B4038/1B,C1B4038,base_code
C1B3282/1,C1B3282,base_code
BK 8238/12722,,unmapped
CT2478/2,,unmapped
3000070245/1,,unmapped
4000322932/0,,unmapped
CT22211/2,,unmapped
CEE4585A/1B,CEE4585A,base_code
C912-00/0,,unmapped
CEE4432A/1,CEE4432A,base_code
CF5131/0,,unmapped
SF01005/4148,,unmapped
SK5217F/MVSV,,unmapped
CT2767/1,CT2767,base_code
CT2557/1,,unmapped
CF5167/0,CF5167,base_code
CF5143/0,CF5143,base_code
DC3945/70,,unmapped
CMJ3177/8,CMJ3177,base_code
BK 6427/FBB,,unmapped
C1B3673/1,C1B3673,base_code
CT1703/TT5B,CT1703,base_code
C1B3744A/1,C1B3744A,base_code
C2B4305A/1,C2B4305A,base_code
CT22115/1A,CT22115,base_code
BK 8207/0,,unmapped
CF5142-EE/0,CF5142-EE,base_code
CF5086/0,CF5086,base_code
CT2868/1,CT2868,base_code
FL2651/0,,unmapped
C992/01,,unmapped
16768/01B,16768,base_code
BK 7486/07780,,unmapped
C2B3615/2,C2B3615,base_code
CT2407/2A,CT2407,base_code
SF00222/6124I,,unmapped
BK 8415/3L,,unmapped
C1B4561A/1,C1B4561A,base_code
5158/0,,unmapped
CT22114/1N,CT22114,base_code
CEE3925/1,CEE3925,base_code
C2B3055/2,C2B3055,base_code
CT1916/TT3L,CT1916,base_code
OJS-3033/0,,unmapped
CF8040/GLD,CF8040,base_code
FF 25002/0008,FF25002,base_code
4000138882/0,,unmapped
C1B3877/1,C1B3877,base_code
CF5114/1,CF5114,base_code
SK-2111-5/0,,unmapped
C1B3912-42/1B,C1B3912-42,base_code
CT2316/01,,unmapped
C1B3992/2,C1B3992,base_code
C1B3669/1,C1B3669,base_code
C0423F/0,,unmapped
C4T3740/EFP1,C4T3740,base_code
C5T3509/FEC1,C5T3509,base_code
CT22111/1B,CT22111,base_code
CEE4535B/1,CEE4535B,base_code
CEE3421/2,CEE3421,base_code
CT22103/1NC,CT22103,base_code
C1B4513A/1,C1B4513A,base_code
CF5130/0,CF5130,base_code
C1B4383A/1,C1B4383A,base_code
MK3818Q/R,,unmapped
1629/I582L,,unmapped
CMR3158/6,,unmapped
CEE4397A/1,CEE4397A,base_code
C1B4175A/1,C1B4175A,base_code
C0316F/30R,,unmapped
3000070172/1,,unmapped
BK 8466/0,,unmapped
FF 10005/0003,FF10005,base_code
C1B3926/1,,unmapped
JL2060FR/F,,unmapped
CF5412C/0,CF5412C,base_code
FLF109/M,,unmapped
CF5227/0,CF5227,base_code
CT3035/1,CT3035,base_code
CF1097/1,,unmapped
BK 8446/1,,unmapped
CT1511/8NL,CT1511,base_code
BK 4867/01,,unmapped
CT3065/1,CT3065,base_code
C1B4139A/1H,C1B4139A,base_code
CEE3610/1L,CEE3610,base_code
C1B4439A/1,C1B4439A,base_code
RIOSTR-260/1,,unmapped
CF5400C/0,CF5400C,base_code
CF5425/TUB,CF5425,base_code
C1B4562A/1,C1B4562A,base_code
3000070265/1,,unmapped
3000070175/1,,unmapped
BK 8317/0,,unmapped
C1B3529/1,,unmapped
CF5145/0,CF5145,base_code
MK3018T/R26BN,,unmapped
C1B4125A/1P,C1B4125A,base_code
15583/W,,unmapped
CEE3702/1,CEE3702,base_code
BK 8187/27821,BK8187,base_code
CF5398/0,CF5398,base_code
BK 8436/1,,unmapped
C2B3112/1,C2B3112,base_code
C1B4468A/1,C1B4468A,base_code
CT22115/1S,CT22115,base_code
CF5380/1SF,CF5380,base_code
3000070268/0,,unmapped
C1B3213/CTT1,C1B3213,base_code
BK 8006/NGR,,unmapped
C1B3878/1,C1B3878,base_code
