bom_style,mapped_to,match_type
DC3936/1,,unmapped
6500I/0,,unmapped
CF5039/0,CF5039,base_code
CF5409/0,,unmapped
C1B4489A/1,C1B4489A,base_code
CF5080/0,,unmapped
CT2406/1,,unmapped
MK3818PCQK/30F,,unmapped
3BB760-SM/0,3BB760-SM,base_code
C1B3542/3,C1B3542,base_code
C1B4023/2,C1B4023,base_code
BK 8313/1,BK8313,base_code
CF5128/0,CF5128,base_code
CEE4499A/1,CEE4499A,base_code
CT2686/TT2V,CT2686,base_code
CF5017/0,CF5017,base_code
BK 5898/F28,,unmapped
CT22120/3,CT22120,base_code
BK 8193/0,,unmapped
CEE3566/2,CEE3566,base_code
C2B4182A/1,C2B4182A,base_code
CF5190/0,CF5190,base_code
CT22150/1DU,CT22150,base_code
C4T3380/TT1,C4T3380,base_code
C0332F/FX3,,unmapped
BK 8379/0,,unmapped
MT101493-F/0,,unmapped
BK 8295/0,,unmapped
CF5517/0,,unmapped
CT3143/1,CT3143,base_code
BK 8425/0,,unmapped
CMJ3161/6,CMJ3161,base_code
CT22112/1B,CT22112,base_code
C952/06,,unmapped
CF5277/0,,unmapped
BK 8476/M,,unmapped
CF5002/0,CF5002,base_code
GR3096/0,,unmapped
CF5288/0,CF5288,base_code
CT2998/2,CT2998,base_code
SF00222/6124R,,unmapped
CF5065/0,CF5065,base_code
CF6021-NA/0,CF6021-NA,base_code
3000070288/1,,unmapped
CF5138/0,CF5138,base_code
CF5035/LN20,CF5035,base_code
BK 8518/0,,unmapped
BK 7114/0,,unmapped
CT22107/1U,CT22107,base_code
BK 7149/1,,unmapped
CT2730/1P,CT2730,base_code
CT1112/2P,,unmapped
DC4046/0,,unmapped
CEE4536A/1,CEE4536A,base_code
CEE3270/1,CEE3270,base_code
SF00371/6626D,,unmapped
N721/0,,unmapped
CF5270/0,CF5270,base_code
C1B3807/1,C1B3807,base_code
CF5414/0,CF5414,base_code
BK 8170/0,,unmapped
C1B4472A/1,C1B4472A,base_code
BK 7215/6020X,,unmapped
FF 10008/0004B,FF10008,base_code
19001/01E2,,unmapped
CEE4422A/2,CEE4422A,base_code
C1B3968/1,C1B3968,base_code
DC3777/75,,unmapped
CEE3044/2,CEE3044,base_code
CT2933/1AB,CT2933,base_code
CMR3729/2,CMR3729,base_code
C1B4401A/1,C1B4401A,base_code
C1B4045A/1,,unmapped
C4T3773/1,C4T3773,base_code
SK5217F/VB,,unmapped
BK 8063/SMS,,unmapped
CF5262/0,CF5262,base_code
BK 8453/0,,unmapped
CMJ3162/7,CMJ3162,base_code
CF5141/0,CF5141,base_code
12130/01Y,,unmapped
BK 8415/0,,unmapped
FF 10005/0004,FF10005,base_code
C1B3178/2,C1B3178,base_code
C1B3730/1,C1B3730,base_code
C1B4158A/1,C1B4158A,base_code
CT2652/1A,,unmapped
CT2677/3,,unmapped
MK1009/0,,unmapped
CF5283/0,CF5283,base_code
AM0002/T,,unmapped
BK 8449/0,,unmapped
C1B3705/3,C1B3705,base_code
CEE4078/1D,CEE4078,base_code
CT2292/1,,unmapped
BK 3066/C,,unmapped
13034/01,,unmapped
C1B4507/1,C1B4507,base_code
17034/01A,,unmapped
C0332F/FX,,unmapped
C1B3921/1,C1B3921,base_code
FF 25002/0005,FF25002,base_code
BK 8485/MM,,unmapped
CEE4501A/2,CEE4501A,base_code
CF5264-SIG/0,CF5264-SIG,base_code
DC3985/0,,unmapped
CT2600/1,,unmapped
BK 7990/0,,unmapped
CEE4681A/1,CEE4681A,base_code
CT4402/2,CT4402,base_code
C1B4381A/1U,C1B4381A,base_code
DKQ7278/0,,unmapped
K1120-54/CY,,unmapped
C1B3306/18A,C1B3306,base_code
CF6017/3,CF6017,base_code
C952/09,,unmapped
601SM0312/M2,601SM0312,base_code
CT2603/3,,unmapped
CEE4071B/1OB,CEE4071B,base_code
CF5044/0,CF5044,base_code
CF1064/0,,unmapped
C0385F/0,,unmapped
C1B3225/1A,C1B3225,base_code
BK 8552/0,BK8552,base_code
CT2443/KY3,CT2443,base_code
C8B4753A/1,C8B4753A,base_code
SK3024T/BM,,unmapped
CT2782/1,CT2782,base_code
CF1076/0,CF1076,base_code
K1120-54/BK,,unmapped
CT3018/1,CT3018,base_code
C1B3276/1,C1B3276,base_code
CF5107/0,CF5107,base_code
CT2576/1,CT2576,base_code
C1B2976/4,,unmapped
EXP2336/0,,unmapped
C1B3791/1,C1B3791,base_code
C897-16/0,,unmapped
C5T4522A/1D,C5T4522A,base_code
CT2904/1,CT2904,base_code
CT2350/1,,unmapped
CT3071/1,CT3071,base_code
SF00845D/7339,,unmapped
C1B3451/1,C1B3451,base_code
4000306818/0,,unmapped
FJORD-370/1,,unmapped
CF5381/0,CF5381,base_code
CF5034/LN25,CF5034,base_code
CF5365/0,CF5365,base_code
BK 6727/BW,,unmapped
C4T3393/TT1,C4T3393,base_code
CT22150/1BA,CT22150,base_code
C1B3215/1,C1B3215,base_code
C1B3429/1,C1B3429,base_code
CEE4757A/1,CEE4757A,base_code
BK 7257/BR,,unmapped
CT2535/1A,CT2535,base_code
8865C/0,8865C,base_code
C4T4454A/1,C4T4454A,base_code
CEE3760A/4,CEE3760A,base_code
CEE4611B/1,,unmapped
C1B4373A/1,C1B4373A,base_code
C1B4770A/1,C1B4770A,base_code
SF01020/8172S,,unmapped
2140391/BX,2140391,base_code
CMR3158/4,,unmapped
C1B4266A/1,C1B4266A,base_code
BK 8434/J,,unmapped
C1B3197/1,C1B3197,base_code
17510/01,,unmapped
CF5273/0,CF5273,base_code
1418/P,1418,base_code
CF5490/A,CF5490,base_code
C1B3857/1,C1B3857,base_code
CT2912/2,CT2912,base_code
CT3070/1,CT3070,base_code
CF5291/0,CF5291,base_code
C1B3301/1,C1B3301,base_code
3000070207/1,,unmapped
CT2222/3,CT2222,base_code
15545/01A,,unmapped
C1B3633/1,C1B3633,base_code
CF5123D/0,,unmapped
CT2377/1,,unmapped
C1B4333A/1,C1B4333A,base_code
CT2731/1,CT2731,base_code
DC4048/PR,,unmapped
CT3102/2,CT3102,base_code
FF 10005/0001A,FF10005,base_code
CT3076/1,CT3076,base_code
BK 8194/0,,unmapped
BK 8555/0,,unmapped
CEE3490/1,CEE3490,base_code
CT2931/TT1B,CT2931,base_code
CT22107/1LN,CT22107,base_code
5050-3/PSUDO,,unmapped
BK 8151/1,,unmapped
BK 8414/0,,unmapped
C952/05,,unmapped
CT4787A/1,,unmapped
MK1008/0,,unmapped
F42469/0,F42469,base_code
CT2528/TT2,,unmapped
CF1088N/1T,CF1088N,base_code
16379/01A,,unmapped
CT22006/1,,unmapped
910000/30P2,,unmapped
CSP3656/1A,CSP3656,base_code
FF25002/0004,FF25002,base_code
3000070278/1,,unmapped
C0313F/A,,unmapped
CT3085/1K,CT3085,base_code
CF5362/0,CF5362,base_code
CF5514/0,CF5514,base_code
CT3076/2,CT3076,base_code
FLF465/1,,unmapped
C1B3980/1,C1B3980,base_code
CF5017/2,CF5017,base_code
3000070270/0,,unmapped
BK 7180/F,,unmapped
BK 8397/0,,unmapped
C1B3207/1,C1B3207,base_code
2140396/BX,2140396,base_code
CF5142/3230,CF5142,base_code
BK 8492/0,,unmapped
CF5507/0,CF5507,base_code
CT22107/1CL,CT22107,base_code
CT2890-42/2L,CT2890-42,base_code
BK 8386/0,,unmapped
CT2906/1,CT2906,base_code
CF6017/5,CF6017,base_code
721SM0470/U,721SM0470,base_code
CEE3466/1L,CEE3466,base_code
3000070155/0,,unmapped
CT22108/1,CT22108,base_code
CT2831/2,CT2831,base_code
CEE3933/2,CEE3933,base_code
BK 8398/0,,unmapped
CF5083/0,CF5083,base_code
CT22107/1AP,CT22107,base_code
CF5243/0,CF5243,base_code
15547/01T,,unmapped
CEE4295A/1,CEE4295A,base_code
CT22103/1,CT22103,base_code
CT2378/1,,unmapped
C1B3167/2,C1B3167,base_code
BK 5323/A,,unmapped
BK 8384/0,,unmapped
CT2808/1,CT2808,base_code
C1B4286A/2REPM,C1B4286A,base_code
16848/01A,,unmapped
C1B4220A/1,C1B4220A,base_code
C1B4313A/2RECS,C1B4313A,base_code
CT2991/1,,unmapped
C1B4177A/1,C1B4177A,base_code
MK1012/0,,unmapped
BK 8071/1,,unmapped
4000200854/0,,unmapped
16375/01A,,unmapped
C1B4045/1,C1B4045,base_code
CT2498/1,,unmapped
FF78/009,,unmapped
4000306817/NH,,unmapped
C1B3640/2,C1B3640,base_code
CT2466/1,,unmapped
1552/0,1552,base_code
CF6019-FN/0,CF6019-FN,base_code
CT2287/01,,unmapped
C1B3917/1D,C1B3917,base_code
CF1067/0,,unmapped
CT2156/1,,unmapped
CT2904/3,CT2904,base_code
CT3024/5,CT3024,base_code
CT2309/2A,CT2309,base_code
CT3062/2,CT3062,base_code
DC4047/CL,,unmapped
BK 6739/OW,,unmapped
CEE4755A/1,CEE4755A,base_code
C0297F/0,,unmapped
BK 8254/0,,unmapped
C1B3802/1,C1B3802,base_code
CF5155/0,CF5155,base_code
C2B3262/3,C2B3262,base_code
JC38/0,JC38,base_code
C1B4390A/2,C1B4390A,base_code
C1B3530/3,C1B3530,base_code
CT2492/1,CT2492,base_code
CT2790/1,CT2790,base_code
CEE3754/1,CEE3754,base_code
CF5202/0,CF5202,base_code
CT2016/1P,,unmapped
CT3142/1,CT3142,base_code
CEE3347/2,CEE3347,base_code
CEE3193/1,CEE3193,base_code
CF5502/0,CF5502,base_code
CF5132/0,CF5132,base_code
CF5478/0,,unmapped
CT2901/1,CT2901,base_code
BK 6427/BG,,unmapped
SF 00987/7985,,unmapped
C5T3395/TT1,C5T3395,base_code
BK 8408/0,BK8408,base_code
C1B3799/2T,C1B3799,base_code
FLF600/C,,unmapped
C1B3910/2,C1B3910,base_code
C1B3813/1,C1B3813,base_code
CT22103/2,CT22103,base_code
CT2556/1K,CT2556,base_code
CEE4181A/U,CEE4181A,base_code
BK 8320/0,,unmapped
P-R-534/01,,unmapped
643IPD/0,,unmapped
CF5021/0,CF5021,base_code
CF5105/0,CF5105,base_code
CEE4682A/1,CEE4682A,base_code
CF5088/0,CF5088,base_code
DFF3793/N1,DFF3793,base_code
CT1531/5LI,CT1531,base_code
DC4005/F,,unmapped
CT2989/3,,unmapped
BK 8433/T,,unmapped
DC4007/0,,unmapped
C1B4656A/1,C1B4656A,base_code
CT2655/2,CT2655,base_code
CT22151/1C,CT22151,base_code
C1B3670/1,C1B3670,base_code
CT2421/2,,unmapped
C1B3331/1,C1B3331,base_code
BK 8216/12322,,unmapped
CT2325/1,,unmapped
CT22104/1P,CT22104,base_code
AM0028/4L,,unmapped
C1D3815/1,C1D3815,base_code
C4T3741/EFP1,C4T3741,base_code
BK 8184/0,,unmapped
CT1483/2L,CT1483,base_code
P-M-1141/1,,unmapped
RIO-350/1,,unmapped
GG6022-HV/0,GG6022-HV,base_code
5000/CUA,,unmapped
CF5084/0,CF5084,base_code
BK 8227/1,,unmapped
BK 8229/0,,unmapped
CF5519/0,,unmapped
C1B4012/3,C1B4012,base_code
CT3084/1,,unmapped
DFF505R/L,DFF505R,base_code
C1B4545A/1D,C1B4545A,base_code
DC3989/0,,unmapped
C1B4232A/1,C1B4232A,base_code
CF1040/0,,unmapped
C1B4114A/2,C1B4114A,base_code
AM0015/0,,unmapped
CEE3502X/1C20,CEE3502X,base_code
5050/NAT,,unmapped
CF5367/0,CF5367,base_code
FLF465/TECH,,unmapped
CT22107/2C,CT22107,base_code
C4T3382/TT1,C4T3382,base_code
CEE4688A/1,CEE4688A,base_code
C4T4457A/1,C4T4457A,base_code
C1B3321/1,,unmapped
FF 10008/0014A,FF10008,base_code
CT2598/1M,CT2598,base_code
BK 8481/0,,unmapped
DC4011/0,,unmapped
C1B4038/1TD,C1B4038,base_code
CT2780/1AD,CT2780,base_code
C1B3917/1N,C1B3917,base_code
CT2238/1P,CT2238,base_code
BK 6340/F2B,,unmapped
C1B4014/1,C1B4014,base_code
GLACIER-330/1,,unmapped
BK 8160/01,,unmapped
C1B3642/1,C1B3642,base_code
C1B3195/1B,C1B3195,base_code
BK 8266/0,,unmapped
BK 8476/0,,unmapped
BK 8336/2,BK8336,base_code
C1B3859/2,C1B3859,base_code
DC3373/P499L,,unmapped
CT2329/0,,unmapped
C7T3334/TT1,C7T3334,base_code
C1B4116A/1,C1B4116A,base_code
BK 8546/0,,unmapped
CT2605/3,,unmapped
CEE4795A/1,CEE4795A,base_code
C1B4050/3,C1B4050,base_code
CEE3419/1,CEE3419,base_code
CF5333/0,CF5333,base_code
P-M-1141/0,,unmapped
C2B3272/1,C2B3272,base_code
C1B4193A/1,C1B4193A,base_code
FLF632/MI,,unmapped
CEE4299A/1,CEE4299A,base_code
CK3813K14L/0,,unmapped
AM0042/0,,unmapped
C1B3284/1,C1B3284,base_code
CT2549/1,CT2549,base_code
CE3041/2,,unmapped
GG6030-NA/0,GG6030-NA,base_code
708004/0,708004,base_code
CT0826/10,,unmapped
CF5012/RL,CF5012,base_code
F42477/0,F42477,base_code
CT3116/1,CT3116,base_code
C1B3203/1,C1B3203,base_code
CT2552/1T,CT2552,base_code
CEE3552/1,CEE3552,base_code
CEE3492/1,CEE3492,base_code
CF5474/0,CF5474,base_code
CT2113/2KY3A,CT2113,base_code
870000/Z,,unmapped
CT2507/1,,unmapped
CT1477/1D,CT1477,base_code
H40941/0,H40941,base_code
C1B4384A/2,C1B4384A,base_code
C4T4131/TT1L,,unmapped
C1B4686A/1,C1B4686A,base_code
CT22104/1DC,CT22104,base_code
CT2468/1,,unmapped
BK 8192/0,,unmapped
AM0055/0,,unmapped
CT1377/1A,CT1377,base_code
CT2659/1,,unmapped
CT2905/1,CT2905,base_code
DC3923/0,,unmapped
C1B4546A/2,C1B4546A,base_code
CF5064/0,CF5064,base_code
CT2894/5B,CT2894,base_code
MK3820K/R26P,,unmapped
RIO-325/1,,unmapped
CMR3638/2,CMR3638,base_code
3000070173/0,,unmapped
CSP3265/1,CSP3265,base_code
CT2999/4,CT2999,base_code
SP100R/TANG,,unmapped
SF01008/41151,,unmapped
CT1769/1,,unmapped
CT1259/1,CT1259,base_code
CMJ3164/3,CMJ3164,base_code
CT2933/1B,CT2933,base_code
C1B4260A/1,C1B4260A,base_code
CT22005/1,,unmapped
MK1010/B,,unmapped
3000070273/1,,unmapped
C0332F/P,,unmapped
CT2471/1,,unmapped
CT2304/1,,unmapped
C1B3885/1,C1B3885,base_code
CF1046/0,,unmapped
C1B3916/1,C1B3916,base_code
CEE4692A/1,CEE4692A,base_code
CT2155/1NN,CT2155,base_code
CF5482/0,CF5482,base_code
1540009/5254,,unmapped
310021TUR/0000,,unmapped
BK 8503/0,,unmapped
SK5618Q/BB,,unmapped
CEE4078/2,CEE4078,base_code
CT2540/3B,CT2540,base_code
12635/01AL,,unmapped
CT2494/4,CT2494,base_code
BK 8425/J,,unmapped
CF5356/0,CF5356,base_code
CF1033/0,,unmapped
C2B3223/3,C2B3223,base_code
CT2655/1,CT2655,base_code
C1B3605/1,C1B3605,base_code
CT2940/1,CT2940,base_code
FF 10009/0004,FF10009,base_code
CT22007-1/40,,unmapped
CT22150/1B,CT22150,base_code
CT2915/1,CT2915,base_code
CT3066/2,CT3066,base_code
CEE4293A/1V,CEE4293A,base_code
BK 8280/1,,unmapped
CT22111/1LN,CT22111,base_code
CT2903/1,CT2903,base_code
CMJ3162/8,CMJ3162,base_code
C1B3586/1,C1B3586,base_code
C1B4738A/1,C1B4738A,base_code
C1B3682/2,C1B3682,base_code
C1B3306/10,C1B3306,base_code
C1B3493/2,C1B3493,base_code
C1B4332A/1A,C1B4332A,base_code
GG6020-BK/V,GG6020-BK,base_code
CF1074/0,CF1074,base_code
16768/01A,16768,base_code
CEE4407A/1M,CEE4407A,base_code
BK 7054/LR,,unmapped
C1B3259/1,C1B3259,base_code
C1B4350A/1C,C1B4350A,base_code
BK 8181/0,,unmapped
C1B3987C/2L,C1B3987C,base_code
AM0039/T,,unmapped
SK5618Q/V,,unmapped
CT2916/2A,CT2916,base_code
CF5357/0,CF5357,base_code
CF5346/0,CF5346,base_code
CT3049/1,CT3049,base_code
CT1838/1PP,,unmapped
C1B4605A/1,C1B4605A,base_code
17438/01A,,unmapped
C1B4313A/3RECD,C1B4313A,base_code
CEE3273/2,CEE3273,base_code
CT2831/0,CT2831,base_code
C1B4410A/1D,C1B4410A,base_code
SP100R/BLK,,unmapped
C1B4069/1,C1B4069,base_code
CT2647/2,,unmapped
BK 8187/12241,BK8187,base_code
C1B4240A/2,C1B4240A,base_code
BK 8536/0,,unmapped
CT22108/1AK,CT22108,base_code
CT2924/2,CT2924,base_code
CT2826/1,CT2826,base_code
C1B4584A/1D,C1B4584A,base_code
CT2612/1,CT2612,base_code
4000169787/22,,unmapped
C1B3165/1A,C1B3165,base_code
CT2434/0,,unmapped
CEE3273/4,CEE3273,base_code
DKC-1000-4/0,,unmapped
C1B4312A/1RECS,C1B4312A,base_code
CF5053/0,CF5053,base_code
C1B3468/1,C1B3468,base_code
DC4019/0,,unmapped
CT3065/2,CT3065,base_code
C1B4749A/2,C1B4749A,base_code
CF5487/0,CF5487,base_code
BK 8504/0,,unmapped
BK 5322/3813,,unmapped
BK 7215/6020,,unmapped
CMJ3161/2,CMJ3161,base_code
CF5520/0,,unmapped
CT2876/1,CT2876,base_code
CT2891/2,CT2891,base_code
CT4412/1,CT4412,base_code
C1B4494A/1,C1B4494A,base_code
C1B3886/1,C1B3886,base_code
CF5359/0,CF5359,base_code
CT2379/0,,unmapped
BK 8290/BLACK,,unmapped
C1B3622/2,C1B3622,base_code
CT2922/1,CT2922,base_code
DC3971/0,,unmapped
DC3373/F499L,,unmapped
C1B3939/1,C1B3939,base_code
BK 8240/0,,unmapped
CT2705/TT1,,unmapped
CT2912/1,CT2912,base_code
CF5117-HVY/0,CF5117-HVY,base_code
CF5272/0,CF5272,base_code
CEE4756A/1,CEE4756A,base_code
CF5135/0,CF5135,base_code
CF5323/0,CF5323,base_code
CEE3762/1,,unmapped
CT2313/01,,unmapped
CT2238/1S,CT2238,base_code
DC3972/0,,unmapped
1474/582L,,unmapped
3000137162/SL,,unmapped
12956/01A,,unmapped
JC24/4,JC24,base_code
FF 20001/0004,FF20001,base_code
CF5141/1,CF5141,base_code
CT2522/1,,unmapped
C5T4481A/1,C5T4481A,base_code
CT2375/1,,unmapped
CF5289/0,CF5289,base_code
C2B4241A/1,C2B4241A,base_code
BK 8463/0,,unmapped
CT2820/1,CT2820,base_code
BK 8456/0,,unmapped
3000250846/0,,unmapped
BK 8522/0,,unmapped
C1B4036/1,C1B4036,base_code
DC3669/T499F,,unmapped
FF 25001/0003,FF25001,base_code
JL2060FR/PI1,,unmapped
2140370/BC2,2140370,base_code
C1B4094C/2,C1B4094C,base_code
FLF251/PDM,,unmapped
CT2819/1P,CT2819,base_code
C1B3861/1,C1B3861,base_code
C03102F/A72TE,,unmapped
CT2311/1,,unmapped
CT2902/1,CT2902,base_code
BK 8435/1,,unmapped
CF5040/0,CF5040,base_code
BK 8405/0,,unmapped
C1B4059/1,C1B4059,base_code
C1B3242/4,C1B3242,base_code
KBDU600K/0,KBDU600K,base_code
CMR3870/1,CMR3870,base_code
CEE2750/1UT,CEE2750,base_code
CT2476/0,,unmapped
C1B3681/1O,C1B3681,base_code
C1B3311/1,C1B3311,base_code
CF5525/0,,unmapped
CEE4672A/1,CEE4672A,base_code
CEE4315A/1,CEE4315A,base_code
CT4718/1,CT4718,base_code
3000070269/1,,unmapped
CF5066/0,CF5066,base_code
CT2421/1,,unmapped
CEE2838/1TKU,CEE2838,base_code
AM0026/0,,unmapped
CEE3955/1,CEE3955,base_code
CMJ3781/1,CMJ3781,base_code
C0407F/3,,unmapped
C1B4596A/1,C1B4596A,base_code
C897/13,,unmapped
C1B4655A/1,C1B4655A,base_code
CF5221/0,CF5221,base_code
CF5433/0,CF5433,base_code
CMJ3164/8,CMJ3164,base_code
CK309T-14L/0,,unmapped
CF5204/0,CF5204,base_code
SF01006/4599K,,unmapped
CF1027/1,,unmapped
13089/01C,,unmapped
C8B3774/1,C8B3774,base_code
CEE3713/1,,unmapped
CMJ3159/5,CMJ3159,base_code
CEE4032A/1,CEE4032A,base_code
CF1078-MVS/0,CF1078-MVS,base_code
3000070220/1,,unmapped
C1B3226/2N,C1B3226,base_code
C2B3407/2,C2B3407,base_code
CF5059/0,CF5059,base_code
CEE3689/1,CEE3689,base_code
FF 10008/0010A,FF10008,base_code
C1B4326A/1,C1B4326A,base_code
107839/3326B,,unmapped
BK 8537/0,,unmapped
CT1519/1,,unmapped
C1B4240A/2M,C1B4240A,base_code
C1B3992/1,C1B3992,base_code
5050/48NAT,,unmapped
BK 8563/0,,unmapped
BK 6379/0,,unmapped
CF1098/0,CF1098,base_code
3000070298/1,,unmapped
CT2238/1,CT2238,base_code
CT2999/3,CT2999,base_code
C1B3378/1,C1B3378,base_code
CMJ3781/2,CMJ3781,base_code
C5T4353A/TT1B,C5T4353A,base_code
CF1024/0,,unmapped
CT1649/2U,CT1649,base_code
CF5370/0,CF5370,base_code
CT3141/1D,CT3141,base_code
CT2602/CBD1,,unmapped
CT3024/3,CT3024,base_code
CT2408/1,,unmapped
CT2677/1,,unmapped
CT22121/1AB,CT22121,base_code
CF5335/NAT2,CF5335,base_code
CMR3747/1,CMR3747,base_code
CF5015/0,CF5015,base_code
CT2330/1,,unmapped
DKQ9098/100RC,,unmapped
CF5378/0,CF5378,base_code
FF 25000/0004,FF25000,base_code
CT3003/7,CT3003,base_code
DC3918/0,,unmapped
C1B3996/1,C1B3996,base_code
C1B3226/2B,C1B3226,base_code
C1B3178/1,C1B3178,base_code
C4T3460/FEC1,C4T3460,base_code
C1B3884/2,C1B3884,base_code
C1B3958/1,C1B3958,base_code
SF00258/6319I,,unmapped
CF5479/0,CF5479,base_code
C0331F/1BB,,unmapped
BK 8353/0,,unmapped
AMER220010/2U,,unmapped
AM0003/11,,unmapped
BK 8345/0,,unmapped
AMER220011/1N,AMER220011,base_code
CT2258/0,,unmapped
C7T3563/EFP1,C7T3563,base_code
AM0033/0,,unmapped
BK 8484/0,,unmapped
BK 8238/12322,,unmapped
BK 8380/0,,unmapped
BK 8370/0,,unmapped
CT1577/1B,CT1577,base_code
600000/3018,,unmapped
C1B4068/1,C1B4068,base_code
CT2917/TT1,CT2917,base_code
D09023/1A,,unmapped
CF5500/SLT,CF5500,base_code
BK 8220/71720,,unmapped
CT4414/1,CT4414,base_code
BK 8471/0,,unmapped
C2B4192A/1,C2B4192A,base_code
DC3988/0,,unmapped
C1B3307/1,,unmapped
CT3071/2,CT3071,base_code
BK 8448/L,,unmapped
DC3991/0,,unmapped
DC3703/CS,,unmapped
BK 8140/1,,unmapped
BK 8201/00311,,unmapped
CT2666/2,CT2666,base_code
BK 8162/1,,unmapped
DKQ7278/T,,unmapped
SF01035-V/8392,,unmapped
CEE2748/1TK,CEE2748,base_code
BK 8311/0,,unmapped
CEE3928/2,CEE3928,base_code
CF5388/STR,CF5388,base_code
C1B4033/1B,C1B4033,base_code
CT2992/4,,unmapped
C1B3530/2,C1B3530,base_code
C1B4139A/1D,C1B4139A,base_code
BK 8477/M,,unmapped
C1B3327/1,C1B3327,base_code
2377193/5V,,unmapped
CF5055/0,CF5055,base_code
CT2986/TT1,CT2986,base_code
CK3013Q14L/P,,unmapped
C1B4288A/1,C1B4288A,base_code
CF5490/C,CF5490,base_code
DC3983/1,,unmapped
4000306817/M,,unmapped
BK 8236/0,,unmapped
C1B3680/1O,C1B3680,base_code
C2B3339/1,C2B3339,base_code
C1B3450/1,C1B3450,base_code
DFF446R/S,DFF446R,base_code
CF5321/DEC4,CF5321,base_code
CEE4008/1DE,CEE4008,base_code
CF5266/0,CF5266,base_code
AM0031/F1,,unmapped
CT1104/1,,unmapped
CF5470/0,CF5470,base_code
BK 7486/4661,,unmapped
CT2988/6,,unmapped
CSP4479A/1,CSP4479A,base_code
AMER220010/2,,unmapped
CT2998/1,CT2998,base_code
AM0021/0,,unmapped
BK 8167/0,,unmapped
BK 8343/0,,unmapped
CT3124/1,CT3124,base_code
CT22150/1WNC,CT22150,base_code
CT22209/V,,unmapped
3000131162/0,,unmapped
CEE3462/1,CEE3462,base_code
C0336F/B,,unmapped
C2B4196/1,C2B4196,base_code
CT22106/1L,CT22106,base_code
CEE3100/1,CEE3100,base_code
C1B3604/2,C1B3604,base_code
CT2535/2,CT2535,base_code
CF5118/0,,unmapped
CF5185/0,CF5185,base_code
CT2821/1,CT2821,base_code
2140395/BC,2140395,base_code
TN-671-01/1.9,,unmapped
BK 6378/0,,unmapped
BK 8458/4020,,unmapped
CT4090/TT2U,CT4090,base_code
CEE4471A/1,CEE4471A,base_code
CEE3050/1IN,CEE3050,base_code
16374/01A,,unmapped
CF5279/0,,unmapped
C1B4772A/1,C1B4772A,base_code
BK 8485/0,,unmapped
CT2677/2,,unmapped
16900/01A,,unmapped
CT2315/01,,unmapped
SK5217F/B,,unmapped
C2B3483/1A,C2B3483,base_code
CF1020/0,,unmapped
CEE4533A/1,CEE4533A,base_code
CEE4078/1U,CEE4078,base_code
BK 8316/0,,unmapped
CMR3638/1P,CMR3638,base_code
1924/0,,unmapped
CT1838/1T,,unmapped
C1B3230/1,C1B3230,base_code
CEE3040/2,,unmapped
107714/3001B,,unmapped
CT2369/2,,unmapped
CEE2838/1UT,CEE2838,base_code
BK 8171/0,,unmapped
C1B4157A/1,C1B4157A,base_code
C1B3858/1,C1B3858,base_code
C2B3576/1,C2B3576,base_code
CT22121/1A,CT22121,base_code
FF 10006/0003B,FF10006,base_code
C1B4613A/1,C1B4613A,base_code
CT1652/TT1,CT1652,base_code
C0407F/2,,unmapped
3BLA848/0,3BLA848,base_code
C1B4434A/1,C1B4434A,base_code
C8B3774/1A,C8B3774,base_code
RIO-300/1,,unmapped
CMR4556A/1,CMR4556A,base_code
CEE4191A/1T,CEE4191A,base_code
3000070296/1,,unmapped
CT2653/7,CT2653,base_code
CT22115/1L,CT22115,base_code
C1B3329/1,C1B3329,base_code
CT3005/2,CT3005,base_code
CF5169/0,CF5169,base_code
BK 8120/4090,BK8120,base_code
C2B4079A/2,C2B4079A,base_code
CF2004/0,CF2004,base_code
BK 8315/0,,unmapped
C1B3319/1,,unmapped
DC4032/0,,unmapped
AM0034OW/Z,,unmapped
CF5449/0,CF5449,base_code
CT2333/1,,unmapped
DC4021/0,,unmapped
AM0056/0,,unmapped
BK 8326/0,,unmapped
CT2450/1,,unmapped
C1B3512/1A,C1B3512,base_code
BK 8464/B,,unmapped
CSP3305/1,CSP3305,base_code
C1B3410/1,C1B3410,base_code
CT2238/1CN,CT2238,base_code
CT22150/WUU,CT22150,base_code
BK 8187/C0,BK8187,base_code
CT3128/1,,unmapped
CT3140/1,CT3140,base_code
BK 8376/0,,unmapped
C03102F/BH,,unmapped
13236/01A,,unmapped
CT2866/1,CT2866,base_code
C1B3825-OLD CREEL/1,,unmapped
C1B3402-42/1D,C1B3402-42,base_code
CT2628/TT1,,unmapped
6191/36L,6191,base_code
C1B4644A/1,C1B4644A,base_code
CF5211/0,CF5211,base_code
CF8040/BLK,CF8040,base_code
CEE3185/1,CEE3185,base_code
DC4018/0,,unmapped
N890/0,,unmapped
BK 8275/1,,unmapped
BK 8372/1,,unmapped
2377192/5VF,,unmapped
DC3897G/0,,unmapped
CF5446/0,CF5446,base_code
CF5095/1,,unmapped
2140390/BUC,2140390,base_code
C2B3710/1,,unmapped
CT2913/2U,CT2913,base_code
C1B4124A/1,C1B4124A,base_code
CF1088/2,CF1088,base_code
BK 8324/0,,unmapped
BK 8394/2,,unmapped
CF6017/1,CF6017,base_code
AM0051/BLK,,unmapped
BK 8336/1,BK8336,base_code
C1B3194/4,C1B3194,base_code
CT2931/TT1D,CT2931,base_code
