Document,Invoice Date,Customer,fStyle#,Yds_ordered,UOM,Unit Price,Line Price,1st Invoice,Sales Rep,Commission,Selling Co,PO#
S2412274,02-13-25,Continental Silverline,CEE4142-1,315,yds, $11.95 ," $3,766.64 ",INV0008826,Camilla Franklin,,CT,64920
S2502111,02-13-25,E.S. Kluft & Co LLC,CT2155-1,439,yds, $1.33 , $583.87 ,INV0008820,Camilla Franklin,,CT,4502184909
S2502115,02-13-25,BROOKLYN BEDDING,C1B3194-1,968,yds, $3.98 ," $3,852.24 ",INV0008821,Camilla Franklin,,CT,24394
S2502156,02-14-25,Paramount Industrial Co Inc,CT3085-1FI,254,yds, $4.25 ," $1,077.80 ",INV0008833,Camilla Franklin,,CT,B716-003
S2502145,02-14-25,Serta Simmons Bedding Company,50000174,51,yds, $4.07 , $205.54 ,INV0008831,Julia Dibrell,,CT,L8309-045
S2502150,02-14-25,Serta Simmons Bedding Company,50000174,50,yds, $4.07 , $205.13 ,INV0008832,Julia Dibrell,,CT,L8314-036
S2502149,02-14-25,Serta Simmons Bedding Company,50000173,90,yds, $3.66 , $328.30 ,INV0008832,Julia Dibrell,,CT,L8314-036
S2502184,02-18-25,Serta Simmons Bedding Company,50000176,40,yds, $5.68 , $227.20 ,INV0008848,Julia Dibrell,,CT,L8308-096
S2502118,02-18-25,Serta MD,50000182,224,yds, $4.99 ," $1,116.76 ",INV0008849,Julia Dibrell,,CT,97227
S2502119,02-18-25,Serta MD,50000174,113,yds, $3.99 , $451.27 ,INV0008849,Julia Dibrell,,CT,97227
S2502183,02-18-25,Serta Simmons Bedding Company,50000182,46,yds, $4.99 , $228.04 ,INV0008848,Julia Dibrell,,CT,L8308-096
S2502164,02-18-25,SEALY INC,CT2155-1,472,yds, $1.61 , $759.92 ,INV0008840,House,,CT,415-279659-1
S2501366,02-18-25,Diamond Mattress,CT2890-2,590,yds, $9.56 ," $5,641.36 ",INV0008843,Camilla Franklin,,CT,B213-300
S2502170,02-18-25,SEALY INC,CT2155-1,607,yds, $1.61 , $977.27 ,INV0008841,House,,CT,415-279952-1
S2502187,02-18-25,Serta Simmons Bedding Company,50000183,51,yds, $5.48 , $278.38 ,INV0008847,Julia Dibrell,,CT,L8265-039
S2502180,02-18-25,Serta Simmons Bedding Company,70005413,774,yds, $5.69 ," $4,405.77 ",INV0008846,Julia Dibrell,,CT,L8306-035
S2502181,02-18-25,Serta Simmons Bedding Company,50000183,41,yds, $5.48 , $225.78 ,INV0008845,Julia Dibrell,,CT,L8359-021
S2502166,02-18-25,SEALY INC,CT2155-1,330,yds, $1.61 , $531.30 ,INV0008839,House,,CT,415-279759-1
S2502162,02-18-25,Serta Simmons Bedding Company,50000182,46,yds, $4.99 , $228.04 ,INV0008842,Julia Dibrell,,CT,L8348-041
S2502175,02-18-25,Paramount Industrial Co Inc,CT2155-1,439,yds, $1.33 , $583.87 ,INV0008844,Camilla Franklin,,CT,40389
S2502186,02-18-25,Serta Simmons Bedding Company,50000183,50,yds, $5.48 , $275.64 ,INV0008848,Julia Dibrell,,CT,L8308-096
S2502185,02-18-25,Serta Simmons Bedding Company,50000173,51,yds, $3.66 , $184.83 ,INV0008848,Julia Dibrell,,CT,L8308-096
S2502182,02-18-25,Serta Simmons Bedding Company,50000174,51,yds, $4.07 , $205.54 ,INV0008848,Julia Dibrell,,CT,L8308-096
S2502198,02-19-25,Prana Sleep,C1B3987-1,1005,yds, $13.75 ," $13,811.88 ",INV0008862,Camilla Franklin,,CT,232-030
S2502202,02-19-25,SEALY INC,CT2155-1,462,yds, $1.61 , $743.82 ,INV0008854,House,,CT,415-280388-1
S2502192,02-19-25,SEALY INC,CT2155-1,6036,yds, $1.33 ," $8,027.88 ",INV0008852,House,,CT,610-063775-1
S2502060,02-19-25,Prana Sleep,C1B4584-1,550,yds, $6.99 ," $3,844.50 ",INV0008862,Camilla Franklin,,CT,232-028
S2502200,02-19-25,Serta Simmons Bedding Company,70005413,804,yds, $5.69 ," $4,574.19 ",INV0008856,Julia Dibrell,,CT,L8306-036
S2502163,02-19-25,Southerland Inc,C1B4338-1,260,yds, $13.38 ," $3,473.45 ",INV0008851,Julia Dibrell,,CT,1000782
S2502190,02-19-25,Serta OKC,50000173,106,yds, $5.60 , $593.60 ,INV0008853,Julia Dibrell,,CT,22607
S2502167,02-19-25,Southerland Inc,C1B3472-1,64,yds, $15.76 ," $1,002.34 ",INV0008851,Julia Dibrell,,CT,1000782
S2502201,02-19-25,Serta Simmons Bedding Company,50000173,51,yds, $3.66 , $184.83 ,INV0008855,Julia Dibrell,,CT,L8262-036
S2502199,02-19-25,Serta Simmons Bedding Company,50000175,40,yds, $5.68 , $228.34 ,INV0008856,Julia Dibrell,,CT,L8306-036
S2502205,02-20-25,BROOKLYN BEDDING,CEE4078-1,539,yds, $10.50 ," $5,658.45 ",INV0008860,Camilla Franklin,,CT,21397
S2501459,02-20-25,SALT LAKE MATTRESS AND MFG (Serta),CEE4586-1,292,yds, $11.45 ," $3,338.82 ",INV0008864,Camilla Franklin,,CT,21984
S2502208,02-20-25,BROOKLYN BEDDING,CEE4078-1,93,yds, $10.50 , $979.65 ,INV0008860,Camilla Franklin,,CT,24394
S2502215,02-20-25,Serta Simmons Bedding Company,50000182,45,yds, $4.99 , $224.55 ,INV0008863,Julia Dibrell,,CT,L8308-097
S2501460,02-20-25,SALT LAKE MATTRESS AND MFG (Serta),CEE4627-1,301,yds, $7.90 ," $2,376.32 ",INV0008864,Camilla Franklin,,CT,21983
S2502214,02-20-25,Serta Simmons Bedding Company,50000175,40,yds, $5.68 , $229.47 ,INV0008863,Julia Dibrell,,CT,L8308-097
S2502211,02-20-25,Prana Sleep,C1B4544-1,215,yds, $13.25 ," $2,842.12 ",INV0008861,Camilla Franklin,,CT,240-005
S2502213,02-20-25,Serta Simmons Bedding Company,50000183,57,yds, $5.48 , $312.36 ,INV0008863,Julia Dibrell,,CT,L8308-097
S2502238,02-21-25,Serta Simmons Bedding Company,70005413,203,yds, $5.69 ," $1,157.35 ",INV0008875,Julia Dibrell,,CT,L8346-029
S2502174,02-21-25,Reliefmart/Ultrabed,CT1577-GS1,716,yds, $10.50 ," $7,514.85 ",INV0008869,Tim Scorziell,2,CT,18543
S2502218,02-21-25,SEALY INC,CT2155-1,514,yds, $1.61 , $827.54 ,INV0008870,House,,CT,415-281143-1
S2411186,02-21-25,Dutch Craft Mattress Co.,C1B4331-1IR,1307,yds, $8.65 ," $11,309.01 ",INV0008880,House,,CT,Eli111424
S2502223,02-21-25,Serta Simmons Bedding Company,50000174,51,yds, $4.07 , $205.94 ,INV0008871,Julia Dibrell,,CT,L8309-046
S2502240,02-21-25,Serta Simmons Bedding Company,70005413,163,yds, $5.69 , $926.33 ,INV0008879,Julia Dibrell,,CT,L8308-098
S2502230,02-21-25,Serta Simmons Bedding Company,50000176,53,yds, $5.68 , $298.20 ,INV0008873,Julia Dibrell,,CT,L8314-037
S2502224,02-21-25,Serta Simmons Bedding Company,50000183,51,yds, $5.48 , $276.74 ,INV0008871,Julia Dibrell,,CT,L8309-046
S2502221,02-21-25,Serta Simmons Bedding Company,50000175,40,yds, $5.68 , $228.34 ,INV0008871,Julia Dibrell,,CT,L8309-046
S2502222,02-21-25,Serta Simmons Bedding Company,50000173,50,yds, $3.66 , $184.10 ,INV0008871,Julia Dibrell,,CT,L8309-046
S2502231,02-21-25,Serta Simmons Bedding Company,50000182,41,yds, $4.99 , $203.09 ,INV0008873,Julia Dibrell,,CT,L8314-037
S2502239,02-21-25,Serta Simmons Bedding Company,50000182,41,yds, $4.99 , $203.09 ,INV0008878,Julia Dibrell,,CT,L8265-040
S2502253,02-21-25,Paramount Industrial Co Inc,C1B4014-1,303,yds, $9.95 ," $3,013.85 ",INV0008881,Camilla Franklin,,CT,B705-008
S2502237,02-21-25,Serta Simmons Bedding Company,50000182,41,yds, $4.99 , $204.09 ,INV0008875,Julia Dibrell,,CT,L8346-029
S2502047,02-21-25,Reliefmart/Ultrabed,CT2222-1,312,yds, $7.35 ," $2,291.73 ",INV0008869,Tim Scorziell,2,CT,18525
S2502219,02-21-25,SEALY INC,CT2155-1,519,yds, $1.61 , $835.59 ,INV0008872,House,,CT,415-281164-1
S2502235,02-21-25,Serta Simmons Bedding Company,70009236,61,yds, $5.95 , $360.57 ,INV0008875,Julia Dibrell,,CT,L8346-029
S2502236,02-21-25,Serta Simmons Bedding Company,50000183,48,yds, $5.48 , $265.23 ,INV0008875,Julia Dibrell,,CT,L8346-029
S2502052,02-21-25,Reliefmart/Ultrabed,C1B4356-1,1249,yds, $7.79 ," $9,731.27 ",INV0008869,Tim Scorziell,2,CT,18499
S2502169,02-21-25,Reliefmart/Ultrabed,CT2913-1KY3,118,yds, $10.02 ," $1,183.36 ",INV0008869,Tim Scorziell,2,CT,18525
S2502234,02-21-25,Serta Restokraft Mattress Co Inc,50000183,121,yds, $5.48 , $661.44 ,INV0008874,Julia Dibrell,,CT,50339
S2502251,02-24-25,Serta Simmons Bedding Company,50000173,42,yds, $3.66 , $152.62 ,INV0008887,Julia Dibrell,,CT,L8348-043
S2502254,02-24-25,Serta Simmons Bedding Company,50000176,53,yds, $5.68 , $302.18 ,INV0008888,Julia Dibrell,,CT,L8262-037
S2502233,02-24-25,Serta Simmons Bedding Company,70005413,302,yds, $5.69 ," $1,716.67 ",INV0008876,Julia Dibrell,,CT,L8462-029
S2502249,02-24-25,Serta Mattress Co,50000183,51,yds, $5.48 , $276.74 ,INV0008886,Julia Dibrell,,CT,61699
S2502260,02-24-25,MIDWEST SLEEP,CT3085-1FI,363,yds, $4.75 ," $1,722.35 ",INV0008884,Camilla Franklin,,CT,25-00052
S2502257,02-24-25,Upper Midwest Sleep LLC,CEE3837-1,203,yds, $14.25 ," $2,891.33 ",INV0008885,Camilla Franklin,,CT,25-00039
S2502259,02-24-25,Precision Textiles,CSP4479-1,700,yds, $9.83 ," $6,883.95 ",INV0008883,Julia Dibrell,,CT,62231
S2502256,02-24-25,Upper Midwest Sleep LLC,CEE3065-2CZ35,325,yds, $13.25 ," $4,303.60 ",INV0008885,Camilla Franklin,,CT,25-00039
S2502252,02-24-25,Serta Simmons Bedding Company,50000176,41,yds, $5.68 , $231.18 ,INV0008887,Julia Dibrell,,CT,L8348-043
S2502250,02-24-25,Serta Mattress Co,50000175,56,yds, $5.60 , $315.28 ,INV0008886,Julia Dibrell,,CT,61699
S2502271,02-25-25,Rogers Foam Corporation,CT2155-1,1043,yds, $1.70 ," $1,773.10 ",INV0008890,House,,CT,S119302
S2502268,02-25-25,Serta Simmons Bedding Company,50000174,51,yds, $4.07 , $205.54 ,INV0008891,Julia Dibrell,,CT,L8309-047
S2502283,02-25-25,Serta Simmons Bedding Company,50000183,122,yds, $5.48 , $667.46 ,INV0008893,Julia Dibrell,,CT,L8349-037
S2502284,02-25-25,Serta Simmons Bedding Company,50000174,61,yds, $4.07 , $247.86 ,INV0008894,Julia Dibrell,,CT,L8308-099
S2502265,02-25-25,Serta Simmons Bedding Company,50000176,40,yds, $5.68 , $228.34 ,INV0008892,Julia Dibrell,,CT,L8269-040
S2502262,02-25-25,JEFFCO FIBRES INC,C1B4312-1,1019,yds, $12.25 ," $12,486.42 ",INV0008889,Julia Dibrell,,CT,2034105
S2502261,02-25-25,JEFFCO FIBRES INC,CMR4067-3,1024,yds, $5.80 ," $5,937.46 ",INV0008889,Julia Dibrell,,CT,2034105
S2502280,02-25-25,Serta Simmons Bedding Company,50000174,61,yds, $4.07 , $246.24 ,INV0008896,Julia Dibrell,,CT,L8359-022
S2502266,02-25-25,Serta Simmons Bedding Company,50000182,41,yds, $4.99 , $203.09 ,INV0008892,Julia Dibrell,,CT,L8269-040
S2502264,02-25-25,Serta Simmons Bedding Company,50000183,90,yds, $5.48 , $490.46 ,INV0008892,Julia Dibrell,,CT,L8269-040
S2502267,02-25-25,Serta Simmons Bedding Company,50000173,61,yds, $3.66 , $221.80 ,INV0008891,Julia Dibrell,,CT,L8309-047
S2502285,02-25-25,Serta Simmons Bedding Company,70005413,122,yds, $5.69 , $694.18 ,INV0008894,Julia Dibrell,,CT,L8308-099
S2502281,02-25-25,Serta Simmons Bedding Company,50000182,41,yds, $4.99 , $202.09 ,INV0008895,Julia Dibrell,,CT,L8359-023
S2502290,02-26-25,Paramount Industrial Co Inc,CT2155-1,698,yds, $1.33 , $928.34 ,INV0008902,Camilla Franklin,,CT,40437
S2502297,02-26-25,Serta Simmons Bedding Company,50000175,40,yds, $5.68 , $227.20 ,INV0008906,Julia Dibrell,,CT,L8308-100
S2502241,02-26-25,Southerland Inc,CT2155-1,1533,yds, $1.33 ," $2,038.89 ",INV0008900,Julia Dibrell,,CT,1000982
S2502298,02-26-25,Serta Simmons Bedding Company,50000173,122,yds, $3.66 , $444.69 ,INV0008906,Julia Dibrell,,CT,L8308-100
S2502247,02-26-25,Southerland Inc,CEE3466-1,88,yds, $16.85 ," $1,476.06 ",INV0008900,Julia Dibrell,,CT,1000982
S2502292,02-26-25,BROOKLYN BEDDING,CEE4078-1,198,yds, $10.50 ," $2,081.10 ",INV0008905,Camilla Franklin,,CT,21397
S2502295,02-26-25,KING KOIL MANUFACTURING WEST,CT2155-1,2060,yds, $1.33 ," $2,739.80 ",INV0008901,Camilla Franklin,,CT,27004
S2501381,02-26-25,Custom Comfort Mattress,CT2913-2,1303,yds, $7.45 ," $9,704.37 ",INV0008903,Tim Scorziell,2,CT,PO45975
S2502203,02-26-25,BROOKLYN BEDDING,CEE4317-1FI,504,yds, $8.75 ," $4,413.50 ",INV0008905,Camilla Franklin,,CT,25642
S2502289,02-26-25,Prana Sleep,C1B3987-1,847,yds, $13.75 ," $11,644.88 ",INV0008897,Camilla Franklin,,CT,232-031
